256 192
-0.338809 -0.622497 0.078413
-0.336895 -0.622683 0.079110
-0.334826 -0.622619 0.079783
-0.332606 -0.622305 0.080430
-0.330689 -0.622492 0.081128
-0.328769 -0.622678 0.081827
-0.326847 -0.622864 0.082527
-0.324776 -0.622800 0.083200
-0.322704 -0.622736 0.083874
-0.320633 -0.622672 0.084547
-0.318704 -0.622858 0.085249
-0.316632 -0.622794 0.085923
-0.314559 -0.622730 0.086597
-0.312486 -0.622667 0.087271
-0.310414 -0.622603 0.087945
-0.308478 -0.622788 0.088649
-0.306404 -0.622724 0.089323
-0.304330 -0.622660 0.089998
-0.302256 -0.622596 0.090672
-0.300313 -0.622782 0.091378
-0.298238 -0.622718 0.092053
-0.296292 -0.622903 0.092760
-0.294343 -0.623089 0.093469
-0.292266 -0.623025 0.094144
-0.290188 -0.622961 0.094820
-0.288234 -0.623146 0.095530
-0.286155 -0.623082 0.096206
-0.284076 -0.623018 0.096882
-0.282117 -0.623203 0.097593
-0.280037 -0.623138 0.098270
-0.277957 -0.623074 0.098946
-0.275876 -0.623010 0.099622
-0.273911 -0.623195 0.100336
-0.271944 -0.623380 0.101051
-0.269861 -0.623316 0.101728
-0.268001 -0.623749 0.102482
-0.265915 -0.623685 0.103160
-0.264047 -0.624118 0.103917
-0.261852 -0.623805 0.104556
-0.259765 -0.623740 0.105234
-0.257679 -0.623676 0.105913
-0.255592 -0.623612 0.106591
-0.253506 -0.623547 0.107270
-0.251520 -0.623732 0.107990
-0.249432 -0.623667 0.108669
-0.247344 -0.623603 0.109348
-0.245257 -0.623538 0.110027
-0.243265 -0.623723 0.110749
-0.241270 -0.623906 0.111472
-0.239180 -0.623842 0.112152
-0.237090 -0.623777 0.112831
-0.235090 -0.623961 0.113556
-0.232999 -0.623897 0.114236
-0.230907 -0.623832 0.114916
-0.228815 -0.623768 0.115596
-0.226724 -0.623703 0.116277
-0.224632 -0.623639 0.116957
-0.222624 -0.623822 0.117684
-0.220531 -0.623758 0.118365
-0.218519 -0.623941 0.119094
-0.216424 -0.623877 0.119775
-0.214330 -0.623812 0.120456
-0.212236 -0.623747 0.121137
-0.210218 -0.623931 0.121868
-0.208197 -0.624114 0.122599
-0.206100 -0.624049 0.123281
-0.204003 -0.623984 0.123963
-0.201907 -0.623920 0.124645
-0.199810 -0.623855 0.125326
-0.197713 -0.623790 0.126008
-0.195683 -0.623973 0.126743
-0.193651 -0.624156 0.127478
-0.191616 -0.624339 0.128214
-0.189516 -0.624274 0.128897
-0.187415 -0.624209 0.129580
-0.185314 -0.624144 0.130263
-0.183214 -0.624080 0.130946
-0.181113 -0.624015 0.131629
-0.179070 -0.624197 0.132369
-0.176968 -0.624132 0.133052
-0.174866 -0.624068 0.133735
-0.172764 -0.624003 0.134419
-0.170611 -0.623691 0.135044
-0.168510 -0.623626 0.135727
-0.166410 -0.623561 0.136410
-0.164309 -0.623497 0.137093
-0.162255 -0.623679 0.137836
-0.160153 -0.623614 0.138519
-0.158052 -0.623549 0.139203
-0.155950 -0.623484 0.139886
-0.153848 -0.623420 0.140569
-0.151786 -0.623601 0.141314
-0.149644 -0.623290 0.141936
-0.147580 -0.623472 0.142682
-0.145441 -0.623160 0.143303
-0.143339 -0.623096 0.143987
-0.141271 -0.623277 0.144734
-0.139168 -0.623212 0.145417
-0.137033 -0.622901 0.146037
-0.134962 -0.623083 0.146785
-0.132859 -0.623018 0.147469
-0.130756 -0.622953 0.148153
-0.128679 -0.623134 0.148903
-0.126575 -0.623069 0.149587
-0.124470 -0.623005 0.150271
-0.122389 -0.623186 0.151022
-0.120283 -0.623121 0.151707
-0.118197 -0.623302 0.152460
-0.116091 -0.623237 0.153145
-0.113984 -0.623172 0.153830
-0.111893 -0.623353 0.154584
-0.109785 -0.623288 0.155270
-0.107691 -0.623469 0.156026
-0.105594 -0.623650 0.156782
-0.103483 -0.623584 0.157468
-0.101372 -0.623519 0.158155
-0.099262 -0.623454 0.158841
-0.097158 -0.623635 0.159599
-0.095046 -0.623570 0.160286
-0.092939 -0.623750 0.161046
-0.090830 -0.623931 0.161807
-0.088715 -0.623865 0.162494
-0.086601 -0.623800 0.163182
-0.084486 -0.623980 0.163944
-0.082370 -0.623915 0.164632
-0.080252 -0.624095 0.165395
-0.078131 -0.624275 0.166160
-0.076007 -0.624455 0.166925
-0.073894 -0.624145 0.167537
-0.071768 -0.624324 0.168303
-0.069649 -0.624259 0.168992
-0.067519 -0.624439 0.169759
-0.065398 -0.624373 0.170449
-0.063277 -0.624308 0.171139
-0.061156 -0.624243 0.171828
-0.059020 -0.624422 0.172597
-0.056898 -0.624357 0.173287
-0.054776 -0.624291 0.173977
-0.052654 -0.624226 0.174667
-0.050532 -0.624160 0.175357
-0.048410 -0.624095 0.176047
-0.046265 -0.624274 0.176819
-0.044141 -0.624209 0.177510
-0.042018 -0.624143 0.178200
-0.039895 -0.624078 0.178891
-0.037771 -0.624012 0.179581
-0.035648 -0.623947 0.180272
-0.033525 -0.623881 0.180962
-0.031401 -0.623816 0.181652
-0.029311 -0.623506 0.182257
-0.027189 -0.623441 0.182947
-0.025067 -0.623375 0.183637
-0.022945 -0.623310 0.184327
-0.020823 -0.623244 0.185017
-0.018701 -0.623179 0.185707
-0.016578 -0.623114 0.186397
-0.014498 -0.622804 0.186999
-0.012378 -0.622739 0.187689
-0.010257 -0.622673 0.188378
-0.008090 -0.622852 0.189157
-0.006015 -0.622542 0.189757
-0.003894 -0.622477 0.190447
-0.001773 -0.622412 0.191137
0.000398 -0.622590 0.191917
0.002572 -0.622769 0.192699
0.004803 -0.623191 0.193573
0.006983 -0.623369 0.194357
0.009110 -0.623303 0.195049
0.011237 -0.623238 0.195740
0.013423 -0.623416 0.196526
0.015492 -0.623106 0.197124
0.017680 -0.623284 0.197910
0.019746 -0.622975 0.198507
0.021873 -0.622910 0.199199
0.023936 -0.622601 0.199794
0.025995 -0.622292 0.200390
0.028120 -0.622226 0.201080
0.030245 -0.622161 0.201771
0.032369 -0.622095 0.202462
0.034494 -0.622030 0.203153
0.036618 -0.621964 0.203844
0.038817 -0.622142 0.204633
0.040943 -0.622076 0.205324
0.043145 -0.622254 0.206115
0.045349 -0.622431 0.206907
0.047556 -0.622608 0.207699
0.049686 -0.622543 0.208391
0.051897 -0.622720 0.209185
0.054111 -0.622897 0.209979
0.056243 -0.622832 0.210673
0.058375 -0.622766 0.211366
0.060421 -0.622457 0.211956
0.062639 -0.622634 0.212752
0.064772 -0.622569 0.213446
0.066904 -0.622503 0.214139
0.069036 -0.622437 0.214832
0.071168 -0.622371 0.215526
0.073207 -0.622063 0.216114
0.075242 -0.621755 0.216701
0.077468 -0.621932 0.217499
0.079697 -0.622108 0.218299
0.081829 -0.622043 0.218992
0.083962 -0.621977 0.219685
0.086195 -0.622153 0.220486
0.088432 -0.622330 0.221288
0.090566 -0.622264 0.221982
0.092701 -0.622198 0.222676
0.094942 -0.622374 0.223480
0.097079 -0.622309 0.224174
0.099324 -0.622485 0.224979
0.101351 -0.622177 0.225563
0.103598 -0.622353 0.226369
0.105736 -0.622287 0.227064
0.107873 -0.622221 0.227759
0.110126 -0.622397 0.228566
0.112381 -0.622573 0.229374
0.114521 -0.622507 0.230070
0.116661 -0.622441 0.230765
0.118800 -0.622375 0.231461
0.120818 -0.622067 0.232043
0.122957 -0.622001 0.232738
0.124971 -0.621694 0.233318
0.127234 -0.621870 0.234129
0.129499 -0.622045 0.234940
0.131639 -0.621979 0.235636
0.133779 -0.621913 0.236332
0.136050 -0.622089 0.237144
0.138191 -0.622023 0.237841
0.140332 -0.621957 0.238537
0.142338 -0.621649 0.239115
0.144342 -0.621342 0.239692
0.146344 -0.621035 0.240268
0.148481 -0.620969 0.240963
0.150619 -0.620903 0.241658
0.153038 -0.621319 0.242593
0.155604 -0.621977 0.243652
0.157891 -0.622151 0.244470
0.158734 -0.619917 0.244072
0.158825 -0.616478 0.243057
-0.371068 -0.620035 0.065485
-0.370951 -0.622731 0.066335
-0.368364 -0.621915 0.066955
-0.366304 -0.621851 0.067624
-0.363900 -0.621287 0.068258
-0.361842 -0.621223 0.068927
-0.359954 -0.621410 0.069615
-0.358064 -0.621597 0.070304
-0.356337 -0.622035 0.071013
-0.354606 -0.622472 0.071723
-0.352705 -0.622659 0.072415
-0.350476 -0.622345 0.073066
-0.348087 -0.621781 0.073695
-0.346025 -0.621717 0.074366
-0.344121 -0.621904 0.075058
-0.342215 -0.622090 0.075752
-0.340150 -0.622027 0.076423
-0.338241 -0.622213 0.077118
-0.336174 -0.622149 0.077790
-0.333955 -0.621836 0.078438
-0.332042 -0.622022 0.079134
-0.329975 -0.621958 0.079806
-0.328058 -0.622145 0.080503
-0.325990 -0.622081 0.081175
-0.324069 -0.622267 0.081874
-0.322000 -0.622203 0.082546
-0.319931 -0.622139 0.083219
-0.318005 -0.622325 0.083919
-0.315794 -0.622012 0.084564
-0.313865 -0.622198 0.085265
-0.311656 -0.621884 0.085910
-0.309587 -0.621820 0.086582
-0.307655 -0.622006 0.087285
-0.305585 -0.621942 0.087958
-0.303648 -0.622128 0.088661
-0.301577 -0.622064 0.089335
-0.299505 -0.622000 0.090008
-0.297564 -0.622186 0.090713
-0.295491 -0.622122 0.091387
-0.293546 -0.622307 0.092093
-0.291472 -0.622243 0.092768
-0.289398 -0.622179 0.093442
-0.287448 -0.622365 0.094150
-0.285495 -0.622550 0.094859
-0.283419 -0.622486 0.095534
-0.281342 -0.622422 0.096209
-0.279385 -0.622607 0.096919
-0.277307 -0.622543 0.097595
-0.275345 -0.622728 0.098307
-0.273266 -0.622664 0.098983
-0.271187 -0.622600 0.099659
-0.269108 -0.622536 0.100335
-0.267140 -0.622720 0.101048
-0.265280 -0.623154 0.101801
-0.263305 -0.623338 0.102517
-0.261114 -0.623025 0.103155
-0.259031 -0.622961 0.103833
-0.256948 -0.622897 0.104510
-0.254866 -0.622833 0.105187
-0.252783 -0.622768 0.105864
-0.250700 -0.622704 0.106541
-0.248717 -0.622888 0.107260
-0.246633 -0.622824 0.107938
-0.244549 -0.622760 0.108615
-0.242560 -0.622944 0.109336
-0.240570 -0.623128 0.110057
-0.238483 -0.623064 0.110735
-0.236396 -0.622999 0.111414
-0.234401 -0.623183 0.112136
-0.232402 -0.623367 0.112860
-0.230225 -0.623054 0.113494
-0.228137 -0.622990 0.114173
-0.225963 -0.622678 0.114806
-0.223961 -0.622861 0.115531
-0.221956 -0.623045 0.116256
-0.219949 -0.623228 0.116983
-0.217859 -0.623164 0.117663
-0.215768 -0.623099 0.118342
-0.213756 -0.623283 0.119070
-0.211664 -0.623218 0.119750
-0.209573 -0.623154 0.120431
-0.207481 -0.623089 0.121111
-0.205462 -0.623272 0.121841
-0.203370 -0.623208 0.122521
-0.201206 -0.622896 0.123151
-0.199114 -0.622831 0.123831
-0.197091 -0.623014 0.124563
-0.194998 -0.622950 0.125243
-0.192970 -0.623133 0.125977
-0.190940 -0.623315 0.126710
-0.188845 -0.623251 0.127392
-0.186749 -0.623186 0.128073
-0.184654 -0.623122 0.128754
-0.182558 -0.623057 0.129436
-0.180521 -0.623240 0.130172
-0.178424 -0.623175 0.130854
-0.176327 -0.623110 0.131536
-0.174284 -0.623293 0.132274
-0.172186 -0.623228 0.132956
-0.170037 -0.622916 0.133581
-0.167890 -0.622605 0.134205
-0.165794 -0.622540 0.134887
-0.163747 -0.622722 0.135626
-0.161696 -0.622905 0.136367
-0.159598 -0.622840 0.137049
-0.157500 -0.622775 0.137731
-0.155402 -0.622711 0.138413
-0.153346 -0.622892 0.139156
-0.151246 -0.622828 0.139838
-0.149108 -0.622516 0.140460
-0.147048 -0.622698 0.141203
-0.144912 -0.622387 0.141824
-0.142849 -0.622569 0.142569
-0.140750 -0.622504 0.143251
-0.138651 -0.622439 0.143934
-0.136552 -0.622375 0.144616
-0.134452 -0.622310 0.145299
-0.132353 -0.622245 0.145982
-0.130281 -0.622427 0.146729
-0.128181 -0.622362 0.147412
-0.126080 -0.622297 0.148095
-0.123979 -0.622232 0.148778
-0.121901 -0.622414 0.149527
-0.119821 -0.622595 0.150278
-0.117718 -0.622530 0.150962
-0.115614 -0.622465 0.151645
-0.113511 -0.622400 0.152329
-0.111424 -0.622581 0.153082
-0.109335 -0.622762 0.153835
-0.107229 -0.622697 0.154520
-0.105136 -0.622878 0.155274
-0.103029 -0.622813 0.155959
-0.100922 -0.622748 0.156644
-0.098823 -0.622929 0.157400
-0.096715 -0.622864 0.158086
-0.094607 -0.622799 0.158771
-0.092504 -0.622980 0.159529
-0.090394 -0.622915 0.160215
-0.088285 -0.622850 0.160901
-0.086176 -0.623030 0.161660
-0.084065 -0.623210 0.162420
-0.081951 -0.623390 0.163181
-0.079835 -0.623571 0.163943
-0.077721 -0.623505 0.164631
-0.075606 -0.623440 0.165318
-0.073492 -0.623375 0.166006
-0.071369 -0.623555 0.166770
-0.069254 -0.623490 0.167458
-0.067127 -0.623670 0.168223
-0.065010 -0.623604 0.168911
-0.062880 -0.623784 0.169678
-0.060762 -0.623719 0.170366
-0.058644 -0.623653 0.171055
-0.056525 -0.623588 0.171744
-0.054407 -0.623523 0.172433
-0.052289 -0.623457 0.173121
-0.050170 -0.623392 0.173810
-0.048052 -0.623327 0.174499
-0.045934 -0.623262 0.175188
-0.043816 -0.623196 0.175876
-0.041672 -0.623376 0.176647
-0.039552 -0.623310 0.177337
-0.037432 -0.623245 0.178026
-0.035313 -0.623179 0.178715
-0.033193 -0.623114 0.179404
-0.031074 -0.623049 0.180093
-0.028954 -0.622983 0.180782
-0.026835 -0.622918 0.181472
-0.024715 -0.622853 0.182161
-0.022596 -0.622787 0.182850
-0.020476 -0.622722 0.183539
-0.018356 -0.622657 0.184228
-0.016237 -0.622591 0.184917
-0.014160 -0.622282 0.185519
-0.012041 -0.622217 0.186208
-0.009923 -0.622151 0.186897
-0.007759 -0.622330 0.187674
-0.005639 -0.622264 0.188363
-0.003520 -0.622199 0.189053
-0.001400 -0.622134 0.189742
0.000771 -0.622312 0.190521
0.002944 -0.622491 0.191302
0.005066 -0.622425 0.191992
0.007243 -0.622603 0.192773
0.009366 -0.622538 0.193464
0.011490 -0.622473 0.194154
0.013672 -0.622651 0.194937
0.015736 -0.622342 0.195535
0.017921 -0.622520 0.196319
0.020045 -0.622454 0.197010
0.022106 -0.622145 0.197606
0.024230 -0.622080 0.198297
0.026287 -0.621771 0.198892
0.028409 -0.621705 0.199582
0.030600 -0.621883 0.200368
0.032723 -0.621818 0.201058
0.034846 -0.621752 0.201749
0.036970 -0.621687 0.202439
0.039093 -0.621621 0.203129
0.041216 -0.621556 0.203820
0.043416 -0.621733 0.204609
0.045619 -0.621911 0.205399
0.047744 -0.621845 0.206090
0.049951 -0.622023 0.206881
0.052078 -0.621957 0.207573
0.054288 -0.622134 0.208365
0.056416 -0.622069 0.209057
0.058545 -0.622003 0.209749
0.060673 -0.621938 0.210441
0.062889 -0.622115 0.211236
0.065019 -0.622049 0.211928
0.067149 -0.621983 0.212621
0.069370 -0.622160 0.213417
0.071408 -0.621852 0.214006
0.073538 -0.621786 0.214698
0.075572 -0.621478 0.215286
0.077797 -0.621655 0.216083
0.079927 -0.621589 0.216776
0.082056 -0.621524 0.217468
0.084287 -0.621700 0.218267
0.086418 -0.621635 0.218960
0.088652 -0.621811 0.219760
0.090679 -0.621503 0.220346
0.092916 -0.621680 0.221147
0.095155 -0.621856 0.221949
0.097289 -0.621790 0.222642
0.099531 -0.621966 0.223445
0.101556 -0.621659 0.224030
0.103801 -0.621835 0.224834
0.105936 -0.621769 0.225528
0.108185 -0.621945 0.226333
0.110321 -0.621879 0.227027
0.112574 -0.622055 0.227834
0.114829 -0.622231 0.228641
0.116968 -0.622165 0.229336
0.119107 -0.622099 0.230032
0.121123 -0.621791 0.230613
0.123137 -0.621484 0.231194
0.125273 -0.621418 0.231889
0.127535 -0.621594 0.232698
0.129672 -0.621528 0.233393
0.131938 -0.621703 0.234204
0.134076 -0.621638 0.234899
0.136346 -0.621813 0.235711
0.138486 -0.621747 0.236407
0.140759 -0.621922 0.237219
0.142765 -0.621615 0.237798
0.144769 -0.621308 0.238376
0.146633 -0.620760 0.238834
0.148769 -0.620694 0.239529
0.151185 -0.621110 0.240462
0.153606 -0.621526 0.241397
0.155889 -0.621701 0.242213
0.158031 -0.621635 0.242909
0.158870 -0.619401 0.242518
0.161731 -0.620539 0.243817
-0.371189 -0.620755 0.064270
-0.370539 -0.622698 0.065065
-0.368127 -0.622133 0.065703
-0.366065 -0.622069 0.066374
-0.363833 -0.621755 0.067027
-0.361602 -0.621441 0.067679
-0.359713 -0.621628 0.068366
-0.357653 -0.621564 0.069036
-0.355926 -0.622002 0.069744
-0.354194 -0.622439 0.070453
-0.352129 -0.622376 0.071124
-0.349901 -0.622061 0.071776
-0.347837 -0.621998 0.072447
-0.345613 -0.621684 0.073097
-0.343709 -0.621871 0.073789
-0.341803 -0.622057 0.074481
-0.339895 -0.622244 0.075175
-0.337828 -0.622180 0.075847
-0.335762 -0.622116 0.076519
-0.333696 -0.622053 0.077191
-0.331629 -0.621989 0.077862
-0.329713 -0.622175 0.078558
-0.327794 -0.622361 0.079255
-0.325873 -0.622547 0.079953
-0.323803 -0.622484 0.080626
-0.321733 -0.622420 0.081299
-0.319519 -0.622106 0.081946
-0.317592 -0.622292 0.082645
-0.315522 -0.622228 0.083318
-0.313312 -0.621915 0.083964
-0.311104 -0.621601 0.084609
-0.309174 -0.621787 0.085310
-0.306969 -0.621474 0.085954
-0.305037 -0.621660 0.086655
-0.303101 -0.621845 0.087357
-0.301031 -0.621782 0.088030
-0.299223 -0.622217 0.088764
-0.297021 -0.621903 0.089407
-0.295078 -0.622089 0.090112
-0.293005 -0.622025 0.090786
-0.291058 -0.622210 0.091492
-0.288984 -0.622146 0.092166
-0.286911 -0.622082 0.092840
-0.284959 -0.622267 0.093548
-0.283005 -0.622453 0.094256
-0.280928 -0.622389 0.094931
-0.278970 -0.622574 0.095641
-0.276892 -0.622510 0.096317
-0.274930 -0.622694 0.097027
-0.272851 -0.622630 0.097703
-0.270772 -0.622566 0.098379
-0.268693 -0.622502 0.099055
-0.266725 -0.622687 0.099768
-0.264754 -0.622871 0.100482
-0.262781 -0.623056 0.101197
-0.260698 -0.622992 0.101874
-0.258616 -0.622928 0.102551
-0.256533 -0.622863 0.103228
-0.254450 -0.622799 0.103906
-0.252265 -0.622486 0.104543
-0.250284 -0.622671 0.105260
-0.248201 -0.622606 0.105937
-0.246217 -0.622791 0.106656
-0.244133 -0.622726 0.107333
-0.242144 -0.622910 0.108053
-0.240153 -0.623094 0.108773
-0.237974 -0.622782 0.109409
-0.235980 -0.622966 0.110130
