256 192
0.060160 -0.061920 0.293017
0.060415 -0.063561 0.293155
0.060671 -0.065211 0.293287
0.060974 -0.066941 0.293665
0.061231 -0.068609 0.293785
0.061442 -0.070211 0.293650
0.061746 -0.071970 0.294009
0.061958 -0.073588 0.293865
0.062263 -0.075367 0.294211
0.062522 -0.077078 0.294304
0.062829 -0.078877 0.294638
0.063042 -0.080526 0.294473
0.063350 -0.082345 0.294794
0.063658 -0.084175 0.295108
0.063825 -0.085763 0.294684
0.063945 -0.087271 0.294014
0.064160 -0.088953 0.293827
0.064328 -0.090554 0.293394
0.064591 -0.092337 0.293441
0.064806 -0.094039 0.293242
0.064975 -0.095656 0.292799
0.065096 -0.097187 0.292114
0.065313 -0.098905 0.291905
0.065482 -0.100535 0.291453
0.065700 -0.102265 0.291236
0.066204 -0.104577 0.292432
0.066757 -0.107006 0.293851
0.067167 -0.109162 0.294552
0.067483 -0.111134 0.294774
0.067895 -0.113318 0.295457
0.068355 -0.115619 0.296362
0.068913 -0.118141 0.297721
0.069376 -0.120479 0.298602
0.069695 -0.122520 0.298781
0.069773 -0.124043 0.297803
0.069513 -0.124818 0.295221
0.068962 -0.124931 0.291276
0.068264 -0.124690 0.286666
0.067419 -0.124083 0.281397
0.066620 -0.123547 0.276381
0.066256 -0.123981 0.273421
0.065843 -0.124283 0.270249
0.065575 -0.124906 0.267765
0.065160 -0.125167 0.264618
0.064647 -0.125174 0.261040
0.064278 -0.125508 0.258145
0.063811 -0.125585 0.254820
0.063342 -0.125638 0.251510
0.062921 -0.125788 0.248435
0.062549 -0.126039 0.245594
0.062077 -0.126024 0.242328
0.061751 -0.126357 0.239731
0.061375 -0.126548 0.236928
0.060949 -0.126593 0.233921
0.060472 -0.126490 0.230711
0.060044 -0.126491 0.227732
0.059614 -0.126470 0.224767
0.059134 -0.126297 0.221602
0.058752 -0.126363 0.218879
0.058319 -0.126278 0.215956
0.057935 -0.126304 0.213259
0.057599 -0.126446 0.210785
0.057163 -0.126299 0.207901
0.056726 -0.126130 0.205032
0.056388 -0.126216 0.202594
0.056048 -0.126284 0.200167
0.055758 -0.126476 0.197960
0.055367 -0.126369 0.195348
0.054925 -0.126101 0.192542
0.054532 -0.125954 0.189956
0.054138 -0.125788 0.187382
0.053642 -0.125311 0.184412
0.053296 -0.125251 0.182068
0.053025 -0.125395 0.180040
0.052677 -0.125302 0.177717
0.052405 -0.125416 0.175707
0.052131 -0.125517 0.173707
0.051933 -0.125832 0.172016
0.051583 -0.125676 0.169734
0.051332 -0.125811 0.167860
0.051005 -0.125700 0.165697
0.050678 -0.125573 0.163545
0.050400 -0.125588 0.161600
0.050198 -0.125826 0.159958
0.049868 -0.125654 0.157834
0.049511 -0.125386 0.155624
0.049358 -0.125748 0.154201
0.049077 -0.125693 0.152299
0.048846 -0.125789 0.150600
0.048564 -0.125708 0.148716
0.048332 -0.125779 0.147033
0.048047 -0.125670 0.145166
0.047763 -0.125548 0.143309
0.047555 -0.125666 0.141744
0.047294 -0.125602 0.139998
0.047111 -0.125783 0.138542
0.046797 -0.125523 0.136625
0.046639 -0.125768 0.135276
0.046376 -0.125655 0.133561
0.046216 -0.125882 0.132225
0.046030 -0.126011 0.130802
0.045765 -0.125863 0.129110
0.045578 -0.125971 0.127700
0.045364 -0.125979 0.126206
0.045097 -0.125794 0.124537
0.044961 -0.126053 0.123329
0.045033 -0.127039 0.122844
0.045026 -0.127749 0.122091
0.044575 -0.126878 0.119821
0.044305 -0.126640 0.118187
0.044167 -0.126859 0.117004
0.044001 -0.126976 0.115737
0.043809 -0.126990 0.114388
0.043616 -0.126993 0.113046
0.043502 -0.127275 0.111971
0.043256 -0.127068 0.110467
0.043088 -0.127140 0.109229
0.042920 -0.127203 0.107997
0.042857 -0.127651 0.107114
0.042742 -0.127897 0.106062
0.042519 -0.127739 0.104675
0.042429 -0.128070 0.103718
0.042259 -0.128094 0.102511
0.042142 -0.128311 0.101478
0.041891 -0.128014 0.100031
0.041772 -0.128216 0.099008
0.041574 -0.128103 0.097740
0.041482 -0.128393 0.096809
0.041362 -0.128574 0.095800
0.041162 -0.128436 0.094548
0.040962 -0.128288 0.093303
0.040895 -0.128657 0.092470
0.040613 -0.128175 0.090993
0.040412 -0.127999 0.089766
0.040209 -0.127813 0.088545
0.040087 -0.127940 0.087570
0.039911 -0.127844 0.086440
0.039734 -0.127740 0.085316
0.039692 -0.128172 0.084591
0.039515 -0.128054 0.083476
0.039391 -0.128146 0.082523
0.039267 -0.128233 0.081574
0.039088 -0.128090 0.080475
0.039018 -0.128386 0.079689
0.038784 -0.128004 0.078445
0.038740 -0.128401 0.077744
0.038641 -0.128567 0.076892
0.038515 -0.128615 0.075968
0.038334 -0.128427 0.074898
0.038235 -0.128575 0.074058
0.038162 -0.128834 0.073296
0.038062 -0.128972 0.072463
0.037880 -0.128755 0.071411
0.037642 -0.128294 0.070218
0.037678 -0.129001 0.069764
0.037604 -0.129234 0.069019
0.037448 -0.129106 0.068058
0.037291 -0.128971 0.067103
0.037216 -0.129188 0.066368
0.037003 -0.128798 0.065278
0.036818 -0.128520 0.064265
0.036466 -0.127504 0.062833
0.036362 -0.127571 0.062045
0.036092 -0.126897 0.060840
0.035877 -0.126458 0.059782
0.035633 -0.125885 0.058660
0.035389 -0.125301 0.057546
0.035339 -0.125580 0.056920
0.035122 -0.125104 0.055886
0.035071 -0.125373 0.055266
0.034909 -0.125133 0.054378
0.035081 -0.126410 0.054303
0.035114 -0.127054 0.053889
0.035175 -0.127826 0.053542
0.035124 -0.128085 0.052929
0.035214 -0.128986 0.052648
0.035247 -0.129630 0.052235
0.035167 -0.129754 0.051560
0.035228 -0.130527 0.051213
0.035458 -0.132088 0.051253
0.035379 -0.132207 0.050580
0.035214 -0.131925 0.049719
0.034965 -0.131236 0.048672
0.034630 -0.130136 0.047443
0.033276 -0.124199 0.043958
0.033108 -0.123859 0.043134
0.039376 -0.154170 0.056433
0.051848 0.031650 0.335110
0.053462 0.030526 0.345404
0.051521 0.029019 0.330146
0.052174 0.027770 0.333512
0.051652 0.026451 0.328497
0.051592 0.025166 0.326779
0.051784 0.023883 0.326848
0.051976 0.022594 0.326913
0.052000 0.021309 0.325791
0.052447 0.019987 0.327622
0.052513 0.018691 0.326790
0.052580 0.017395 0.325958
0.052731 0.016085 0.325712
0.052798 0.014787 0.324878
0.052864 0.013489 0.324045
0.053016 0.012170 0.323793
0.053211 0.010835 0.323829
0.053491 0.009468 0.324440
0.053686 0.008118 0.324467
0.053882 0.006762 0.324489
0.054035 0.005414 0.324219
0.054189 0.004063 0.323947
0.054385 0.002689 0.323958
0.054625 0.001289 0.324250
0.054866 -0.000119 0.324537
0.055021 -0.001493 0.324250
0.055219 -0.002894 0.324244
0.055287 -0.004231 0.323385
0.055529 -0.005666 0.323655
0.055685 -0.007059 0.323356
0.055797 -0.008429 0.322774
0.055909 -0.009801 0.322191
0.056109 -0.011234 0.322164
0.056309 -0.012672 0.322134
0.056422 -0.014056 0.321543
0.056535 -0.015441 0.320951
0.056648 -0.016828 0.320358
0.056806 -0.018252 0.320039
0.056963 -0.019681 0.319718
0.057033 -0.021040 0.318845
0.057234 -0.022513 0.318793
0.057436 -0.023992 0.318736
0.057595 -0.025437 0.318404
0.057709 -0.026846 0.317797
0.057779 -0.028216 0.316917
0.057894 -0.029628 0.316308
0.058008 -0.031043 0.315698
0.058079 -0.032414 0.314817
0.058149 -0.033786 0.313936
0.058130 -0.035063 0.312521
0.058067 -0.036287 0.310841
0.057780 -0.037258 0.307836
0.057448 -0.038161 0.304577
0.057204 -0.039148 0.301860
0.057094 -0.040277 0.299943
0.056938 -0.041344 0.297770
0.056872 -0.042510 0.296128
0.056850 -0.043726 0.294752
0.057008 -0.045165 0.294424
0.057121 -0.046550 0.293832
0.057325 -0.048056 0.293758
0.057528 -0.049568 0.293680
0.057733 -0.051087 0.293598
0.057892 -0.052550 0.293254
0.058142 -0.054144 0.293422
0.058392 -0.055747 0.293583
0.058643 -0.057359 0.293740
0.058940 -0.059046 0.294145
0.059192 -0.060676 0.294289
0.059444 -0.062314 0.294428
0.059651 -0.063891 0.294309
0.059904 -0.065546 0.294437
0.060158 -0.067210 0.294560
0.060458 -0.068955 0.294928
0.060712 -0.070637 0.295039
0.060921 -0.072252 0.294895
0.061176 -0.073950 0.294996
0.061432 -0.075657 0.295091
0.061642 -0.077294 0.294933
0.061945 -0.079096 0.295264
0.062248 -0.080910 0.295588
0.062506 -0.082652 0.295661
0.062810 -0.084486 0.295972
0.063023 -0.086163 0.295788
0.063282 -0.087931 0.295844
0.063495 -0.089622 0.295651
0.063801 -0.091494 0.295938
0.064154 -0.093465 0.296459
0.064368 -0.095181 0.296250
0.064583 -0.096903 0.296038
0.064845 -0.098724 0.296060
0.065060 -0.100460 0.295838
0.065322 -0.102296 0.295850
0.065632 -0.104236 0.296093
0.066036 -0.106379 0.296801
0.066347 -0.108343 0.297029
0.066518 -0.110023 0.296545
0.066735 -0.111807 0.296293
0.066953 -0.113598 0.296037
0.067455 -0.116003 0.297172
0.068006 -0.118530 0.298527
0.068225 -0.120353 0.298249
0.068351 -0.121975 0.297506
0.068286 -0.123175 0.295842
0.068126 -0.124156 0.293724
0.067775 -0.124694 0.290698
0.067042 -0.124342 0.285863
0.066593 -0.124612 0.282415
0.066095 -0.124748 0.278755
0.065596 -0.124858 0.275111
0.065144 -0.125055 0.271710
0.064690 -0.125228 0.268324
0.064187 -0.125263 0.264729
0.063779 -0.125504 0.261597
0.063321 -0.125606 0.258256
0.062863 -0.125684 0.254931
0.062451 -0.125858 0.251842
0.062038 -0.126011 0.248767
0.061672 -0.126263 0.245925
0.061306 -0.126497 0.243096
0.060938 -0.126710 0.240279
0.060570 -0.126905 0.237475
0.060200 -0.127080 0.234683
0.059830 -0.127235 0.231904
0.059458 -0.127371 0.229137
0.058988 -0.127229 0.225953
0.058517 -0.127062 0.222785
0.058191 -0.127267 0.220272
0.057815 -0.127322 0.217557
0.057389 -0.127223 0.214643
0.057061 -0.127373 0.212165
0.056682 -0.127370 0.209488
0.056253 -0.127209 0.206613
0.055921 -0.127304 0.204171
0.055589 -0.127381 0.201740
0.055255 -0.127441 0.199319
0.054872 -0.127342 0.196703
0.054537 -0.127366 0.194306
0.054151 -0.127230 0.191714
0.053814 -0.127218 0.189340
0.053426 -0.127044 0.186772
0.053088 -0.126997 0.184421
0.052797 -0.127080 0.182283
0.052457 -0.126999 0.179953
0.052140 -0.126976 0.177735
0.051848 -0.127013 0.175628
0.051579 -0.127110 0.173630
0.051235 -0.126963 0.171342
0.050940 -0.126954 0.169264
0.050644 -0.126929 0.167196
0.050373 -0.126967 0.165236
0.050051 -0.126834 0.163089
0.049728 -0.126684 0.160952
0.049454 -0.126678 0.159021
0.049205 -0.126738 0.157196
0.048904 -0.126624 0.155185
0.048654 -0.126657 0.153378
0.048402 -0.126677 0.151578
0.048100 -0.126520 0.149595
0.047797 -0.126347 0.147622
0.047518 -0.126242 0.145754
0.047238 -0.126124 0.143895
0.047034 -0.126245 0.142328
0.046753 -0.126100 0.140486
0.046472 -0.125941 0.138653
0.046240 -0.125941 0.137016
0.045958 -0.125755 0.135200
0.045699 -0.125642 0.133486
0.045517 -0.125780 0.132058
0.045283 -0.125732 0.130451
0.045075 -0.125760 0.128944
0.044865 -0.125778 0.127444
0.044578 -0.125515 0.125678
0.044445 -0.125781 0.124465
0.044208 -0.125676 0.122895
0.044074 -0.125925 0.121693
0.043913 -0.126074 0.120406
0.043726 -0.126122 0.119036
0.043436 -0.125787 0.117316
0.043299 -0.126001 0.116136
0.043163 -0.126208 0.114962
0.042948 -0.126122 0.113528
0.042785 -0.126216 0.112277
0.042569 -0.126110 0.110857
0.042404 -0.126186 0.109617
0.042188 -0.126058 0.108210
0.042100 -0.126409 0.107240
0.041909 -0.126361 0.105931
0.041769 -0.126501 0.104799
0.041602 -0.126535 0.103587
0.041435 -0.126559 0.102381
0.041268 -0.126575 0.101179
0.041152 -0.126784 0.100152
0.041010 -0.126886 0.099045
0.040710 -0.126367 0.097443
0.040620 -0.126655 0.096513
0.040450 -0.126628 0.095340
0.040307 -0.126696 0.094254
0.040136 -0.126652 0.093091
0.039939 -0.126495 0.091852
0.039714 -0.126223 0.090538
0.039516 -0.126046 0.089312
0.039344 -0.125966 0.088173
0.039144 -0.125770 0.086959
0.038998 -0.125779 0.085911
0.038824 -0.125673 0.084788
0.038650 -0.125558 0.083671
0.038502 -0.125543 0.082639
0.038300 -0.125302 0.081454
0.038125 -0.125161 0.080353
0.038002 -0.125233 0.079414
0.037879 -0.125298 0.078479
0.037649 -0.124910 0.077240
0.037526 -0.124960 0.076314
0.037428 -0.125117 0.075469
0.037304 -0.125154 0.074552
0.037072 -0.124730 0.073336
0.036920 -0.124638 0.072353
0.036768 -0.124538 0.071375
0.036669 -0.124662 0.070551
0.036516 -0.124549 0.069582
0.036363 -0.124428 0.068617
0.036290 -0.124651 0.067879
0.036163 -0.124634 0.066996
0.036117 -0.124965 0.066337
0.035962 -0.124818 0.065389
0.035725 -0.124306 0.064230
0.035651 -0.124501 0.063509
0.035468 -0.124211 0.062504
0.035230 -0.123670 0.061363
0.034964 -0.122997 0.060158
0.034807 -0.122800 0.059242
0.034622 -0.122473 0.058261
0.034409 -0.122014 0.057216
0.034251 -0.121793 0.056316
0.034092 -0.121565 0.055421
0.033987 -0.121578 0.054668
0.033828 -0.121335 0.053782
0.033695 -0.121210 0.052969
0.033700 -0.121711 0.052498
0.033704 -0.122211 0.052028
0.033681 -0.122583 0.051492
0.033603 -0.122696 0.050824
0.033524 -0.122805 0.050159
0.033390 -0.122651 0.049364
0.033339 -0.122880 0.048771
0.033343 -0.123365 0.048310
0.033263 -0.123458 0.047655
0.033128 -0.123284 0.046874
0.032909 -0.122708 0.045904
0.032774 -0.122519 0.045132
0.032721 -0.122722 0.044555
0.032529 -0.122255 0.043664
0.032615 -0.123119 0.043407
0.030314 -0.112484 0.037805
0.034997 -0.135523 0.047798
0.051111 0.031698 0.336512
0.051301 0.030410 0.336579
0.051163 0.029088 0.334242
0.050941 0.027771 0.331313
0.051172 0.026485 0.331678
0.050991 0.025187 0.329059
0.051016 0.023899 0.327934
0.051165 0.022607 0.327699
0.051397 0.021305 0.328054
0.051588 0.019998 0.328108
0.051779 0.018685 0.328157
0.051887 0.017377 0.327615
0.051954 0.016075 0.326779
0.052021 0.014772 0.325943
0.052129 0.013461 0.325398
0.052280 0.012136 0.325143
0.052430 0.010808 0.324885
0.052665 0.009449 0.325204
0.052858 0.008096 0.325228
0.053052 0.006736 0.325247
0.053246 0.005370 0.325263
0.053440 0.003997 0.325274
0.053635 0.002618 0.325282
0.053830 0.001232 0.325285
0.054025 -0.000160 0.325284
0.054220 -0.001559 0.325279
0.054374 -0.002942 0.324986
0.054570 -0.004352 0.324973
0.054681 -0.005720 0.324393
0.054836 -0.007116 0.324092
0.054990 -0.008516 0.323788
0.055102 -0.009893 0.323202
0.055257 -0.011301 0.322893
0.055454 -0.012743 0.322860
0.055610 -0.014160 0.322545
0.055722 -0.015550 0.321950
0.055835 -0.016942 0.321354
0.055991 -0.018370 0.321033
0.056104 -0.019767 0.320433
0.056260 -0.021203 0.320106
0.056416 -0.022643 0.319777
0.056573 -0.024088 0.319445
0.056730 -0.025537 0.319110
0.056887 -0.026990 0.318772
0.057001 -0.028405 0.318161
0.057115 -0.029823 0.317548
0.057229 -0.031243 0.316934
0.057299 -0.032620 0.316050
0.057326 -0.033951 0.314898
0.057353 -0.035280 0.313747
0.057249 -0.036461 0.311798
0.057100 -0.037585 0.309588
0.056819 -0.038546 0.306590
0.056581 -0.039541 0.303868
0.056431 -0.040627 0.301683
0.056367 -0.041809 0.300031
0.056216 -0.042875 0.297858
0.056152 -0.044042 0.296216
0.056220 -0.045374 0.295361
0.056377 -0.046821 0.295027
0.056534 -0.048273 0.294689
0.056735 -0.049790 0.294609
0.056937 -0.051313 0.294524
0.057140 -0.052843 0.294434
0.057342 -0.054379 0.294341
0.057590 -0.055986 0.294500
0.057838 -0.057602 0.294653
0.058086 -0.059226 0.294800
0.058335 -0.060859 0.294942
0.058584 -0.062501 0.295078
0.058834 -0.064152 0.295209
0.058995 -0.065669 0.294830
0.059290 -0.067406 0.295203
0.059541 -0.069082 0.295318
0.059793 -0.070766 0.295427
0.060044 -0.072458 0.295531
0.060252 -0.074083 0.295380
0.060504 -0.075792 0.295474
0.060758 -0.077509 0.295561
0.061011 -0.079235 0.295644
0.061311 -0.081051 0.295966
0.061611 -0.082877 0.296282
0.061866 -0.084632 0.296346
0.062167 -0.086479 0.296648
0.062423 -0.088251 0.296700
0.062679 -0.090033 0.296747
0.062936 -0.091823 0.296788
0.063240 -0.093710 0.297065
0.063497 -0.095518 0.297094
0.063756 -0.097335 0.297118
0.063968 -0.099069 0.296898
0.064182 -0.100810 0.296673
0.064441 -0.102650 0.296682
0.064793 -0.104690 0.297158
0.065100 -0.106646 0.297390
0.065407 -0.108613 0.297615
0.065669 -0.110493 0.297599
0.065884 -0.112282 0.297343
0.066147 -0.114178 0.297316
0.066410 -0.116082 0.297284
0.066673 -0.117996 0.297246
0.066936 -0.119918 0.297202
0.067014 -0.121430 0.296231
0.067045 -0.122836 0.295031
0.066935 -0.123921 0.293144
0.066732 -0.124780 0.290806
0.066340 -0.125192 0.287566
0.065901 -0.125471 0.284112
0.065413 -0.125616 0.280448
0.064923 -0.125734 0.276800
0.064433 -0.125827 0.273169
0.063988 -0.126008 0.269779
0.063542 -0.126166 0.266404
0.063095 -0.126299 0.263044
0.062694 -0.126526 0.259922
0.062244 -0.126613 0.256592
0.061793 -0.126677 0.253278
0.061389 -0.126837 0.250199
0.060983 -0.126975 0.247134
0.060624 -0.127215 0.244301
0.060264 -0.127436 0.241481
0.059903 -0.127637 0.238673
0.059493 -0.127692 0.235661
0.059177 -0.127980 0.233095
0.058765 -0.127995 0.230110
0.058352 -0.127987 0.227138
0.057938 -0.127958 0.224181
0.057523 -0.127907 0.221237
0.057154 -0.127968 0.218519
0.056737 -0.127875 0.215603
0.056366 -0.127895 0.212911
0.055995 -0.127896 0.210232
0.055622 -0.127877 0.207565
0.055249 -0.127839 0.204911
0.054923 -0.127921 0.202477
0.054596 -0.127985 0.200055
0.054268 -0.128032 0.197644
0.053891 -0.127920 0.195038
0.053513 -0.127787 0.192444
0.053134 -0.127636 0.189863
0.052753 -0.127465 0.187294
0.052421 -0.127421 0.184941
0.052087 -0.127360 0.182599
0.051753 -0.127281 0.180268
0.051394 -0.127111 0.177848
0.051131 -0.127224 0.175841
0.050843 -0.127247 0.173743
0.050530 -0.127178 0.171555
0.050241 -0.127170 0.169477
0.049951 -0.127147 0.167408
0.049660 -0.127109 0.165349
0.049344 -0.126976 0.163202
0.049076 -0.126987 0.161261
0.048783 -0.126903 0.159231
0.048513 -0.126885 0.157308
0.048243 -0.126852 0.155394
0.047948 -0.126724 0.153393
0.047701 -0.126745 0.151594
0.047429 -0.126671 0.149707
0.047132 -0.126499 0.147734
0.046858 -0.126395 0.145866
0.046609 -0.126362 0.144101
0.046334 -0.126232 0.142251
0.046108 -0.126257 0.140597
0.045831 -0.126099 0.138764
0.045554 -0.125927 0.136940
0.045327 -0.125915 0.135311
0.045098 -0.125891 0.133689
0.044844 -0.125767 0.131983
0.044665 -0.125896 0.130561
0.044435 -0.125836 0.128962
0.044205 -0.125765 0.127371
0.043973 -0.125682 0.125788
0.043767 -0.125678 0.124302
0.043636 -0.125936 0.123094
0.043453 -0.126004 0.121712
0.043245 -0.125969 0.120246
0.043062 -0.126017 0.118876
0.042853 -0.125961 0.117424
0.042668 -0.125989 0.116067
0.042534 -0.126195 0.114892
0.042349 -0.126205 0.113547
0.042138 -0.126108 0.112121
0.041951 -0.126097 0.110788
0.041790 -0.126173 0.109549
0.041603 -0.126144 0.108229
0.041415 -0.126104 0.106915
0.041304 -0.126349 0.105864
0.041141 -0.126391 0.104647
0.041003 -0.126523 0.103521
0.040839 -0.126547 0.102315
0.040649 -0.126463 0.101029
0.040510 -0.126571 0.099919
0.040319 -0.126468 0.098645
0.040154 -0.126457 0.097462
0.039936 -0.126233 0.096117
0.039847 -0.126513 0.095193
0.039680 -0.126477 0.094026
0.039513 -0.126433 0.092864
0.039319 -0.126275 0.091626
0.039151 -0.126212 0.090476
0.038956 -0.126035 0.089250
0.038760 -0.125849 0.088031
0.038565 -0.125652 0.086817
0.038395 -0.125553 0.085690
0.038250 -0.125554 0.084648
0.038079 -0.125439 0.083532
0.037881 -0.125205 0.082342
0.037762 -0.125291 0.081394
0.037616 -0.125261 0.080372
0.037496 -0.125333 0.079433
0.037323 -0.125176 0.078343
0.037149 -0.125011 0.077258
0.037001 -0.124950 0.076256
0.036880 -0.124993 0.075335
0.036758 -0.125031 0.074419
0.036583 -0.124833 0.073355
0.036434 -0.124742 0.072372
0.036257 -0.124528 0.071318
0.036187 -0.124768 0.070569
0.036037 -0.124655 0.069600
0.035913 -0.124651 0.068710
0.035789 -0.124641 0.067823
0.035691 -0.124742 0.067014
0.035619 -0.124955 0.066282
0.035494 -0.124927 0.065407
0.035315 -0.124654 0.064392
0.035135 -0.124372 0.063383
0.035009 -0.124322 0.062522
0.034775 -0.123782 0.061381
0.034540 -0.123231 0.060246
0.034359 -0.122913 0.059260
0.034123 -0.122341 0.058139
0.033914 -0.121882 0.057094
0.033731 -0.121537 0.056126
0.033574 -0.121307 0.055231
0.033418 -0.121070 0.054342
0.033315 -0.121075 0.053594
0.033239 -0.121201 0.052918
0.033190 -0.121450 0.052312
0.033167 -0.121822 0.051776
0.033118 -0.122064 0.051174
0.033068 -0.122303 0.050574
0.032964 -0.122282 0.049844
0.032887 -0.122384 0.049183
0.032836 -0.122612 0.048590
0.032813 -0.122966 0.048065
0.032763 -0.123188 0.047476
0.032630 -0.123013 0.046696
0.032415 -0.122435 0.045727
0.032281 -0.122245 0.044956
0.032092 -0.121783 0.044062
0.032123 -0.122380 0.043679
0.031576 -0.120163 0.041977
0.031138 -0.118462 0.040540
0.032242 -0.124305 0.042592
0.049884 0.031676 0.334299
0.050111 0.030401 0.334671
0.050017 0.029089 0.332638
0.049881 0.027782 0.330311
0.049947 0.026494 0.329484
0.049851 0.025204 0.327466
0.049958 0.023920 0.326939
0.050105 0.022631 0.326706
0.050374 0.021329 0.327358
0.050522 0.020029 0.327118
0.050710 0.018719 0.327170
0.050777 0.017420 0.326336
0.050884 0.016115 0.325796
0.051033 0.014799 0.325546
0.051182 0.013479 0.325293
0.051290 0.012166 0.324747
0.051439 0.010838 0.324490
0.051670 0.009481 0.324809
0.051861 0.008128 0.324833
0.052052 0.006770 0.324853
0.052202 0.005421 0.324582
0.052394 0.004050 0.324595
0.052586 0.002673 0.324603
0.052820 0.001270 0.324893
0.053013 -0.000121 0.324892
0.053206 -0.001518 0.324887
0.053358 -0.002900 0.324595
0.053510 -0.004286 0.324300
0.053662 -0.005677 0.324003
0.053815 -0.007071 0.323702
0.053926 -0.008444 0.323118
0.054079 -0.009846 0.322813
0.054232 -0.011252 0.322505
0.054385 -0.012663 0.322194
0.054539 -0.014079 0.321881
0.054692 -0.015498 0.321564
0.054804 -0.016889 0.320969
0.054916 -0.018282 0.320372
0.055071 -0.019712 0.320049
0.055183 -0.021111 0.319448
0.055337 -0.022549 0.319120
0.055535 -0.024029 0.319062
0.055690 -0.025477 0.318727
0.055846 -0.026929 0.318390
0.056044 -0.028427 0.318321
0.056157 -0.029846 0.317707
0.056228 -0.031223 0.316823
0.056298 -0.032600 0.315939
0.056369 -0.033977 0.315055
0.056397 -0.035307 0.313904
0.056381 -0.036586 0.312487
0.056237 -0.037713 0.310276
0.055962 -0.038678 0.307277
0.055730 -0.039676 0.304553
0.055497 -0.040660 0.301838
0.055393 -0.041789 0.299923
0.055245 -0.042856 0.297751
0.055140 -0.043967 0.295847
0.055209 -0.045297 0.294993
0.055320 -0.046686 0.294399
0.055476 -0.048136 0.294063
0.055675 -0.049650 0.293983
0.055874 -0.051171 0.293899
0.056074 -0.052699 0.293811
0.056274 -0.054232 0.293719
0.056519 -0.055837 0.293878
0.056763 -0.057451 0.294033
0.057008 -0.059073 0.294181
0.057254 -0.060704 0.294324
0.057500 -0.062344 0.294461
0.057702 -0.063922 0.294341
0.057949 -0.065578 0.294468
0.058197 -0.067242 0.294589
0.058444 -0.068915 0.294705
0.058737 -0.070671 0.295065
0.058986 -0.072363 0.295169
0.059235 -0.074063 0.295268
0.059484 -0.075772 0.295361
0.059735 -0.077489 0.295448
0.059940 -0.079135 0.295284
0.060236 -0.080950 0.295606
0.060532 -0.082775 0.295922
0.060829 -0.084611 0.296231
0.061126 -0.086458 0.296533
0.061379 -0.088231 0.296585
0.061632 -0.090012 0.296631
0.061886 -0.091802 0.296672
0.062185 -0.093689 0.296948
0.062440 -0.095497 0.296977
0.062695 -0.097314 0.297001
0.062950 -0.099140 0.297019
0.063161 -0.100881 0.296793
0.063418 -0.102723 0.296801
0.063765 -0.104763 0.297276
0.064023 -0.106624 0.297271
0.064326 -0.108591 0.297496
0.064584 -0.110471 0.297479
0.064843 -0.112359 0.297456
0.065011 -0.114056 0.296962
0.065316 -0.116061 0.297163
0.065577 -0.117974 0.297124
0.065746 -0.119689 0.296618
0.065869 -0.121303 0.295879
0.065900 -0.122709 0.294679
0.065794 -0.123792 0.292794
0.065595 -0.124651 0.290457
0.065303 -0.125279 0.287674
0.064826 -0.125450 0.283994
0.064394 -0.125706 0.280556
0.063868 -0.125714 0.276683
0.063387 -0.125807 0.273053
0.062951 -0.125988 0.269664
