256 192
-0.006932 0.225758 0.183519
-0.006824 0.224858 0.183749
-0.007144 0.223763 0.183341
-0.007108 0.222830 0.183465
-0.007143 0.221865 0.183482
-0.006964 0.220990 0.183818
-0.006928 0.220053 0.183941
-0.007034 0.219057 0.183853
-0.007140 0.218061 0.183764
-0.006891 0.217206 0.184206
-0.007068 0.216183 0.184011
-0.007103 0.215215 0.184028
-0.007209 0.214222 0.183939
-0.006889 0.213380 0.184488
-0.007137 0.212337 0.184186
-0.007101 0.211393 0.184310
-0.006639 0.210586 0.185072
-0.007100 0.209477 0.184451
-0.007065 0.208530 0.184575
-0.007029 0.207581 0.184698
-0.007206 0.206569 0.184503
-0.007099 0.205639 0.184733
-0.006851 0.204746 0.185176
-0.006886 0.203772 0.185193
-0.006779 0.202835 0.185424
-0.007027 0.201808 0.185122
-0.006992 0.200852 0.185246
-0.006956 0.199895 0.185369
-0.006850 0.198952 0.185600
-0.007097 0.197932 0.185298
-0.006779 0.197030 0.185848
-0.006885 0.196040 0.185759
-0.006921 0.195064 0.185776
-0.006885 0.194100 0.185900
-0.006921 0.193124 0.185918
-0.006603 0.192202 0.186468
-0.006921 0.191181 0.186059
-0.006886 0.190214 0.186183
-0.006710 0.189263 0.186520
-0.006957 0.188258 0.186218
-0.006851 0.187296 0.186449
-0.007309 0.186274 0.185827
-0.007415 0.185292 0.185737
-0.007450 0.184317 0.185755
-0.007415 0.183348 0.185879
-0.007240 0.182386 0.186216
-0.007205 0.181413 0.186341
-0.007310 0.180432 0.186251
-0.007416 0.179452 0.186162
-0.007592 0.178472 0.185966
-0.007698 0.177495 0.185877
-0.007663 0.176521 0.186001
-0.007698 0.175546 0.186019
-0.008014 0.174573 0.185609
-0.007839 0.173596 0.185947
-0.008155 0.172629 0.185537
-0.008260 0.171660 0.185448
-0.008295 0.170688 0.185465
-0.008400 0.169721 0.185376
-0.008295 0.168741 0.185606
-0.008471 0.167779 0.185410
-0.008576 0.166814 0.185321
-0.008541 0.165837 0.185445
-0.008786 0.164888 0.185142
-0.009101 0.163949 0.184732
-0.009276 0.163000 0.184535
-0.009450 0.162052 0.184338
-0.009485 0.161089 0.184356
-0.009520 0.160125 0.184373
-0.009485 0.159150 0.184497
-0.009590 0.158198 0.184407
-0.009834 0.157270 0.184104
-0.009869 0.156308 0.184121
-0.009904 0.155347 0.184138
-0.010078 0.154413 0.183941
-0.010391 0.153511 0.183531
-0.010496 0.152569 0.183441
-0.010322 0.151563 0.183779
-0.010495 0.150637 0.183582
-0.010808 0.149748 0.183171
-0.010913 0.148811 0.183081
-0.011086 0.147893 0.182884
-0.011121 0.146940 0.182901
-0.011155 0.145986 0.182918
-0.011051 0.144992 0.183149
-0.011433 0.144143 0.182631
-0.011675 0.143256 0.182326
-0.011779 0.142329 0.182236
-0.012091 0.141472 0.181825
-0.012333 0.140597 0.181520
-0.012298 0.139628 0.181644
-0.012540 0.138758 0.181339
-0.012644 0.137840 0.181249
-0.012609 0.136872 0.181373
-0.012920 0.136036 0.180961
-0.012884 0.135068 0.181085
-0.012780 0.134070 0.181316
-0.013022 0.133214 0.181012
-0.013056 0.132273 0.181028
-0.013228 0.131393 0.180831
-0.012917 0.130300 0.181384
-0.013089 0.129420 0.181186
-0.013123 0.128479 0.181203
-0.013088 0.127505 0.181327
-0.013122 0.126563 0.181344
-0.013088 0.125587 0.181468
-0.012984 0.124576 0.181700
-0.013156 0.123702 0.181502
-0.013052 0.122688 0.181734
-0.013293 0.121854 0.181428
-0.013465 0.120986 0.181230
-0.013499 0.120045 0.181247
-0.013533 0.119105 0.181264
-0.013567 0.118164 0.181281
-0.013532 0.117184 0.181405
-0.013773 0.116364 0.181099
-0.013601 0.115301 0.181439
-0.013703 0.114402 0.181348
-0.013669 0.113419 0.181472
-0.013497 0.112349 0.181812
-0.013874 0.111623 0.181291
-0.013702 0.110551 0.181630
-0.014011 0.109788 0.181217
-0.014182 0.108940 0.181019
-0.013942 0.107817 0.181466
-0.014044 0.106924 0.181375
-0.014284 0.106126 0.181069
-0.014318 0.105188 0.181086
-0.014215 0.104152 0.181318
-0.014454 0.103361 0.181012
-0.014625 0.102523 0.180813
-0.014727 0.101638 0.180722
-0.014761 0.100702 0.180739
-0.014385 0.099456 0.181402
-0.014556 0.098621 0.181203
-0.014658 0.097736 0.181112
-0.014624 0.096745 0.181237
-0.014726 0.095862 0.181146
-0.014760 0.094924 0.181163
-0.014862 0.094043 0.181072
-0.015032 0.093219 0.180873
-0.014794 0.092055 0.181321
-0.014896 0.091175 0.181230
-0.014930 0.090237 0.181247
-0.015032 0.089359 0.181156
-0.014998 0.088362 0.181280
-0.014828 0.087244 0.181620
-0.014590 0.086061 0.182068
-0.014556 0.085058 0.182193
-0.014726 0.084240 0.181994
-0.015032 0.083550 0.181580
-0.014726 0.082294 0.182136
-0.014964 0.081544 0.181829
-0.015066 0.080669 0.181738
-0.015439 0.080056 0.181215
-0.015676 0.079318 0.180908
-0.016117 0.078784 0.180277
-0.016557 0.078257 0.179646
-0.017065 0.077807 0.178907
-0.017369 0.077159 0.178492
-0.017605 0.076447 0.178184
-0.017706 0.075599 0.178093
-0.018010 0.074965 0.177677
-0.017908 0.073908 0.177909
-0.017603 0.072633 0.178466
-0.017366 0.071425 0.178914
-0.017197 0.070284 0.179255
-0.017095 0.069214 0.179488
-0.017061 0.068215 0.179612
-0.016825 0.066989 0.180061
-0.016386 0.065532 0.180834
-0.016218 0.064371 0.181175
-0.015712 0.062821 0.182057
-0.015746 0.061882 0.182074
-0.015713 0.060865 0.182199
-0.016084 0.060319 0.181675
-0.016320 0.059621 0.181367
-0.019853 0.062853 0.175759
-0.020491 0.062678 0.174801
-0.007075 0.045499 0.196457
-0.009866 0.293498 0.175100
-0.003569 0.299673 0.184286
-0.008696 0.293031 0.176925
-0.006548 0.294507 0.180104
-0.007891 0.292122 0.178224
-0.008943 0.290076 0.176764
-0.008759 0.289380 0.177097
-0.008357 0.288914 0.177747
-0.007882 0.288516 0.178502
-0.007699 0.287805 0.178835
-0.007588 0.287013 0.179063
-0.007767 0.285918 0.178869
-0.007801 0.284975 0.178886
-0.007908 0.283958 0.178797
-0.007870 0.283089 0.178920
-0.007831 0.282218 0.179042
-0.007865 0.281274 0.179059
-0.007755 0.280473 0.179287
-0.007717 0.279599 0.179409
-0.007534 0.278863 0.179743
-0.007496 0.277985 0.179866
-0.007313 0.277242 0.180200
-0.007131 0.276496 0.180533
-0.007021 0.275679 0.180762
-0.007056 0.274726 0.180779
-0.007162 0.273706 0.180690
-0.007269 0.272688 0.180602
-0.007159 0.271865 0.180830
-0.007338 0.270783 0.180636
-0.007372 0.269831 0.180653
-0.007479 0.268816 0.180564
-0.007369 0.267989 0.180792
-0.007620 0.266851 0.180492
-0.007654 0.265901 0.180509
-0.007905 0.264768 0.180209
-0.007795 0.263939 0.180437
-0.007902 0.262930 0.180349
-0.007864 0.262039 0.180471
-0.007971 0.261030 0.180383
-0.008221 0.259909 0.180082
-0.008039 0.259131 0.180417
-0.008146 0.258126 0.180328
-0.008108 0.257232 0.180451
-0.008358 0.256119 0.180150
-0.008249 0.255279 0.180379
-0.008140 0.254437 0.180607
-0.008174 0.253486 0.180624
-0.008065 0.252640 0.180853
-0.007956 0.251791 0.181082
-0.007704 0.251042 0.181523
-0.007739 0.250086 0.181540
-0.007630 0.249230 0.181769
-0.007665 0.248273 0.181786
-0.007699 0.247317 0.181803
-0.007663 0.246408 0.181926
-0.007769 0.245403 0.181838
-0.007732 0.244493 0.181961
-0.007767 0.243536 0.181978
-0.007658 0.242668 0.182207
-0.007622 0.241754 0.182330
-0.007585 0.240839 0.182454
-0.007691 0.239836 0.182365
-0.007726 0.238876 0.182382
-0.007689 0.237959 0.182505
-0.007510 0.237123 0.182841
-0.007474 0.236201 0.182964
-0.007580 0.235199 0.182875
-0.007615 0.234237 0.182892
-0.007792 0.233198 0.182697
-0.007684 0.232314 0.182927
-0.007862 0.231277 0.182731
-0.007896 0.230317 0.182749
-0.008073 0.229284 0.182553
-0.008179 0.228290 0.182464
-0.008285 0.227296 0.182375
-0.008320 0.226338 0.182392
-0.008212 0.225447 0.182622
-0.008247 0.224488 0.182639
-0.008211 0.223561 0.182763
-0.008246 0.222601 0.182780
-0.008210 0.221672 0.182903
-0.008103 0.220772 0.183133
-0.008208 0.219781 0.183044
-0.008314 0.218791 0.182955
-0.008278 0.217858 0.183078
-0.008384 0.216870 0.182989
-0.008418 0.215909 0.183006
-0.008453 0.214949 0.183023
-0.008346 0.214040 0.183253
-0.008452 0.213053 0.183164
-0.008558 0.212067 0.183075
-0.008380 0.211178 0.183411
-0.008415 0.210216 0.183429
-0.008309 0.209298 0.183659
-0.008344 0.208334 0.183676
-0.008520 0.207328 0.183480
-0.008625 0.206345 0.183391
-0.008519 0.205423 0.183621
-0.008836 0.204383 0.183212
-0.008448 0.203535 0.183869
-0.008553 0.202552 0.183779
-0.008588 0.201588 0.183797
-0.008553 0.200642 0.183920
-0.008376 0.199726 0.184257
-0.008411 0.198759 0.184275
-0.008235 0.197837 0.184612
-0.008200 0.196883 0.184736
-0.008305 0.195901 0.184646
-0.008270 0.194946 0.184770
-0.008446 0.193952 0.184574
-0.008340 0.193008 0.184805
-0.008376 0.192039 0.184822
-0.008340 0.191081 0.184946
-0.008165 0.190140 0.185284
-0.008481 0.189133 0.184874
-0.008446 0.188172 0.184998
-0.008551 0.187195 0.184909
-0.008516 0.186233 0.185033
-0.008621 0.185257 0.184944
-0.008656 0.184288 0.184961
-0.008551 0.183330 0.185192
-0.008587 0.182360 0.185209
-0.008622 0.181390 0.185227
-0.008797 0.180413 0.185030
-0.008902 0.179441 0.184941
-0.009007 0.178471 0.184851
-0.009042 0.177504 0.184869
-0.009007 0.176537 0.184993
-0.009112 0.175569 0.184903
-0.009286 0.174602 0.184707
-0.009252 0.173635 0.184831
-0.009356 0.172670 0.184741
-0.009322 0.171701 0.184866
-0.009496 0.170740 0.184669
-0.009322 0.169763 0.185007
-0.009427 0.168800 0.184917
-0.009532 0.167838 0.184828
-0.009636 0.166878 0.184738
-0.009741 0.165918 0.184648
-0.010054 0.164981 0.184238
-0.010228 0.164034 0.184041
-0.010332 0.163081 0.183951
-0.010436 0.162129 0.183861
-0.010332 0.161150 0.184093
-0.010575 0.160220 0.183789
-0.010680 0.159271 0.183699
-0.010784 0.158324 0.183609
-0.010818 0.157366 0.183626
-0.010992 0.156434 0.183429
-0.011096 0.155491 0.183339
-0.011269 0.154563 0.183142
-0.011719 0.153696 0.182516
-0.011685 0.152730 0.182640
-0.011927 0.151826 0.182336
-0.011961 0.150877 0.182353
-0.012065 0.149944 0.182263
-0.012307 0.149049 0.181958
-0.012548 0.148157 0.181654
-0.012583 0.147212 0.181671
-0.012686 0.146287 0.181580
-0.012858 0.145383 0.181383
-0.013169 0.144525 0.180971
-0.013272 0.143606 0.180880
-0.013375 0.142688 0.180790
-0.013616 0.141818 0.180485
-0.013788 0.140928 0.180287
-0.014028 0.140064 0.179982
-0.014131 0.139155 0.179891
-0.014096 0.138196 0.180015
-0.014199 0.137288 0.179925
-0.014370 0.136408 0.179727
-0.014473 0.135503 0.179636
-0.014507 0.134572 0.179653
-0.014540 0.133640 0.179669
-0.014643 0.132738 0.179579
-0.014402 0.131687 0.180025
-0.014641 0.130845 0.179719
-0.014607 0.129882 0.179843
-0.014572 0.128918 0.179968
-0.014605 0.127985 0.179984
-0.014777 0.127119 0.179786
-0.014742 0.126153 0.179910
-0.014844 0.125255 0.179819
-0.014741 0.124253 0.180051
-0.014980 0.123428 0.179745
-0.014945 0.122461 0.179869
-0.014842 0.121455 0.180101
-0.014944 0.120559 0.180010
-0.015183 0.119742 0.179704
-0.015012 0.118695 0.180044
-0.015114 0.117802 0.179953
-0.015216 0.116911 0.179862
-0.015113 0.115898 0.180094
-0.015079 0.114924 0.180218
-0.015112 0.113991 0.180235
-0.015351 0.113187 0.179928
-0.015248 0.112169 0.180160
-0.015350 0.111281 0.180069
-0.015316 0.110304 0.180194
-0.015350 0.109372 0.180210
-0.015452 0.108486 0.180119
-0.015485 0.107554 0.180136
-0.015859 0.106860 0.179614
-0.015757 0.105835 0.179846
-0.015927 0.105003 0.179647
-0.016028 0.104124 0.179556
-0.016130 0.103246 0.179465
-0.016096 0.102268 0.179589
-0.016061 0.101289 0.179714
-0.016027 0.100309 0.179838
-0.016196 0.099485 0.179639
-0.016230 0.098557 0.179656
-0.016264 0.097629 0.179672
-0.016297 0.096701 0.179689
-0.016399 0.095829 0.179598
-0.016568 0.095013 0.179399
-0.016263 0.093805 0.179955
-0.016499 0.093047 0.179647
-0.016601 0.092178 0.179556
-0.016634 0.091251 0.179573
-0.016668 0.090325 0.179589
-0.016499 0.089219 0.179930
-0.016465 0.088231 0.180054
-0.016363 0.087180 0.180287
-0.016464 0.086311 0.180195
-0.016566 0.085444 0.180104
-0.016532 0.084452 0.180229
-0.016633 0.083585 0.180137
-0.016734 0.082720 0.180046
-0.016970 0.081986 0.179739
-0.017071 0.081125 0.179647
-0.017374 0.080463 0.179231
-0.017812 0.079940 0.178600
-0.018115 0.079289 0.178184
-0.018485 0.078712 0.177660
-0.018653 0.077936 0.177460
-0.018820 0.077162 0.177260
-0.018786 0.076181 0.177385
-0.018886 0.075339 0.177293
-0.018919 0.074428 0.177309
-0.018952 0.073517 0.177326
-0.018918 0.072534 0.177450
-0.019018 0.071695 0.177358
-0.018850 0.070563 0.177699
-0.018950 0.069724 0.177607
-0.018916 0.068737 0.177732
-0.018614 0.067446 0.178289
-0.018647 0.066529 0.178305
-0.018680 0.065613 0.178322
-0.019048 0.065085 0.177797
-0.019416 0.064563 0.177272
-0.019382 0.063574 0.177396
-0.019014 0.062187 0.178062
-0.018378 0.060471 0.179162
-0.021555 0.063346 0.174088
-0.014901 0.054315 0.184935
-0.008528 0.295658 0.178001
-0.008200 0.295128 0.178545
-0.008740 0.293620 0.177823
-0.008268 0.293246 0.178579
-0.007506 0.293181 0.179757
-0.008047 0.291679 0.179035
-0.008515 0.290265 0.178418
-0.008404 0.289481 0.178646
-0.008149 0.288848 0.179085
-0.007967 0.288133 0.179419
-0.007929 0.287263 0.179542
-0.007963 0.286317 0.179559
-0.008142 0.285222 0.179364
-0.008248 0.284203 0.179275
-0.008283 0.283258 0.179292
-0.008245 0.282386 0.179415
-0.008207 0.281513 0.179537
-0.008169 0.280639 0.179660
-0.008203 0.279692 0.179677
-0.008166 0.278816 0.179800
-0.008056 0.278008 0.180028
-0.008019 0.277128 0.180151
-0.007837 0.276384 0.180485
-0.007728 0.275568 0.180713
-0.007691 0.274682 0.180836
-0.007725 0.273729 0.180853
-0.007831 0.272711 0.180765
-0.007866 0.271759 0.180782
-0.007829 0.270871 0.180904
-0.008007 0.269791 0.180710
-0.008041 0.268839 0.180727
-0.008147 0.267826 0.180638
-0.008110 0.266936 0.180761
-0.008216 0.265924 0.180672
-0.008322 0.264912 0.180583
-0.008428 0.263902 0.180494
-0.008391 0.263012 0.180617
-0.008497 0.262003 0.180528
-0.008531 0.261054 0.180545
-0.008566 0.260104 0.180562
-0.008743 0.259041 0.180367
-0.008706 0.258149 0.180490
-0.008812 0.257145 0.180401
-0.008846 0.256196 0.180418
-0.008952 0.255194 0.180329
-0.008915 0.254300 0.180452
-0.008878 0.253404 0.180575
-0.008770 0.252559 0.180804
-0.008662 0.251712 0.181033
-0.008482 0.250913 0.181368
-0.008446 0.250009 0.181492
-0.008480 0.249055 0.181509
-0.008372 0.248199 0.181738
-0.008407 0.247244 0.181755
-0.008442 0.246288 0.181772
-0.008405 0.245380 0.181895
-0.008440 0.244424 0.181912
-0.008403 0.243513 0.182036
-0.008367 0.242602 0.182159
-0.008330 0.241689 0.182282
-0.008294 0.240775 0.182405
-0.008329 0.239816 0.182423
-0.008364 0.238857 0.182440
-0.008398 0.237899 0.182457
-0.008291 0.237023 0.182686
-0.008255 0.236103 0.182810
-0.008219 0.235183 0.182933
-0.008325 0.234182 0.182844
-0.008359 0.233222 0.182861
-0.008465 0.232223 0.182772
-0.008500 0.231263 0.182789
-0.008605 0.230267 0.182700
-0.008711 0.229272 0.182611
-0.008816 0.228278 0.182522
-0.008922 0.227285 0.182433
-0.008956 0.226328 0.182450
-0.008991 0.225370 0.182467
-0.009026 0.224413 0.182484
-0.008990 0.223488 0.182608
-0.008954 0.222562 0.182731
-0.008918 0.221634 0.182855
-0.008953 0.220675 0.182872
-0.008988 0.219715 0.182889
-0.009022 0.218756 0.182906
-0.008987 0.217825 0.183030
-0.009021 0.216865 0.183047
-0.009056 0.215906 0.183064
-0.009091 0.214946 0.183081
-0.009055 0.214012 0.183205
-0.009020 0.213076 0.183329
-0.009125 0.212091 0.183239
-0.009089 0.211154 0.183363
-0.009054 0.210216 0.183487
-0.009019 0.209277 0.183611
-0.009053 0.208314 0.183628
-0.009229 0.207309 0.183432
-0.009264 0.206348 0.183449
-0.009298 0.205387 0.183466
-0.009333 0.204426 0.183483
-0.009298 0.203483 0.183607
-0.009193 0.202558 0.183838
-0.009298 0.201577 0.183748
-0.009262 0.200632 0.183872
-0.009227 0.199685 0.183996
-0.009192 0.198736 0.184120
-0.009017 0.197817 0.184457
-0.008982 0.196865 0.184581
-0.008947 0.195911 0.184705
-0.009052 0.194931 0.184616
-0.009017 0.193976 0.184740
-0.009122 0.192997 0.184651
-0.009018 0.192052 0.184881
-0.008983 0.191094 0.185006
-0.009018 0.190125 0.185023
-0.008983 0.189165 0.185147
-0.009158 0.188179 0.184951
-0.009193 0.187211 0.184968
-0.009298 0.186235 0.184878
-0.009263 0.185274 0.185003
-0.009298 0.184306 0.185020
-0.009264 0.183343 0.185144
-0.009229 0.182379 0.185268
-0.009264 0.181409 0.185286
-0.009369 0.180437 0.185196
-0.009543 0.179463 0.185000
-0.009578 0.178495 0.185017
-0.009683 0.177526 0.184927
-0.009718 0.176559 0.184945
-0.009753 0.175592 0.184962
-0.009857 0.174626 0.184872
-0.010031 0.173662 0.184676
-0.009997 0.172695 0.184800
-0.010032 0.171729 0.184817
-0.010067 0.170764 0.184834
-0.010240 0.169806 0.184638
-0.010206 0.168837 0.184762
-0.010241 0.167872 0.184779
-0.010345 0.166913 0.184689
-0.010449 0.165954 0.184599
-0.010622 0.165005 0.184403
-0.010865 0.164065 0.184098
-0.010969 0.163113 0.184009
-0.011073 0.162162 0.183919
-0.011246 0.161222 0.183721
-0.011211 0.160253 0.183846
-0.011315 0.159306 0.183756
-0.011419 0.158359 0.183666
-0.011522 0.157414 0.183576
-0.011695 0.156483 0.183378
-0.011867 0.155554 0.183181
-0.012040 0.154628 0.182984
-0.012212 0.153705 0.182786
-0.012453 0.152799 0.182482
-0.012488 0.151849 0.182499
-0.012591 0.150916 0.182408
-0.012832 0.150019 0.182103
-0.012935 0.149090 0.182013
-0.013175 0.148199 0.181708
-0.013278 0.147274 0.181618
-0.013313 0.146330 0.181635
-0.013484 0.145427 0.181437
-0.013724 0.144548 0.181132
-0.013896 0.143650 0.180934
-0.013998 0.142733 0.180843
-0.014169 0.141841 0.180645
-0.014409 0.140974 0.180340
-0.014649 0.140112 0.180034
-0.014683 0.139178 0.180051
-0.014716 0.138244 0.180068
-0.014819 0.137337 0.179977
-0.014989 0.136458 0.179779
-0.015092 0.135554 0.179688
-0.015194 0.134651 0.179597
-0.015159 0.133692 0.179721
-0.015193 0.132761 0.179738
-0.015226 0.131830 0.179755
-0.015192 0.130868 0.179879
-0.015226 0.129936 0.179896
-0.015259 0.129005 0.179912
-0.015293 0.128073 0.179929
-0.015327 0.127141 0.179946
-0.015429 0.126244 0.179855
-0.015394 0.125278 0.179979
-0.015428 0.124347 0.179996
-0.015530 0.123451 0.179905
-0.015564 0.122520 0.179921
-0.015529 0.121552 0.180046
-0.015563 0.120620 0.180062
-0.015665 0.119727 0.179971
-0.015835 0.118874 0.179773
-0.015800 0.117904 0.179897
-0.015766 0.116934 0.180021
-0.015800 0.116003 0.180038
-0.015834 0.115072 0.180054
-0.015799 0.114099 0.180179
-0.015901 0.113210 0.180088
-0.015935 0.112279 0.180104
-0.016036 0.111392 0.180013
-0.016002 0.110417 0.180138
-0.016036 0.109486 0.180154
-0.016070 0.108555 0.180171
-0.016171 0.107671 0.180080
-0.016273 0.106788 0.179989
-0.016442 0.105954 0.179790
-0.016475 0.105026 0.179806
-0.016576 0.104146 0.179715
-0.016610 0.103219 0.179732
-0.016644 0.102291 0.179748
-0.016610 0.101312 0.179873
-0.016576 0.100331 0.179997
-0.016677 0.099455 0.179906
-0.016778 0.098580 0.179815
-0.016879 0.097706 0.179723
-0.016913 0.096778 0.179740
-0.016879 0.095796 0.179864
-0.016913 0.094868 0.179881
-0.017014 0.093997 0.179790
-0.016912 0.092956 0.180022
-0.017081 0.092143 0.179823
-0.017182 0.091274 0.179731
-0.017148 0.090288 0.179856
-0.017114 0.089302 0.179981
-0.017013 0.088254 0.180213
-0.016980 0.087264 0.180338
-0.017013 0.086334 0.180355
-0.017114 0.085466 0.180263
-0.017148 0.084537 0.180280
-0.017182 0.083608 0.180296
-0.017350 0.082807 0.180097
-0.017450 0.081944 0.180005
-0.017618 0.081148 0.179806
-0.017987 0.080552 0.179281
-0.018288 0.079896 0.178865
-0.018590 0.079245 0.178449
-0.018958 0.078667 0.177925
-0.019192 0.077958 0.177616
-0.019292 0.077115 0.177524
-0.019325 0.076203 0.177541
-0.019358 0.075291 0.177557
-0.019324 0.074308 0.177682
-0.019424 0.073468 0.177590
-0.019390 0.072484 0.177714
-0.019356 0.071498 0.177839
-0.019389 0.070585 0.177855
-0.019356 0.069598 0.177980
-0.019322 0.068609 0.178104
-0.019222 0.067544 0.178337
-0.019122 0.066476 0.178570
-0.019221 0.065636 0.178479
-0.019654 0.065185 0.177845
-0.019954 0.064585 0.177428
-0.019987 0.063675 0.177444
-0.019754 0.062447 0.177894
-0.020385 0.062256 0.176935
-0.020751 0.061753 0.176409
-0.020850 0.060931 0.176316
-0.009082 0.295681 0.178161
-0.009548 0.294254 0.177545
-0.009870 0.292996 0.177139
-0.009472 0.292546 0.177789
-0.008858 0.292328 0.178757
-0.009108 0.291149 0.178457
-0.009358 0.289975 0.178156
-0.009463 0.288960 0.178068
-0.009354 0.288177 0.178296
-0.009244 0.287392 0.178524
-0.009134 0.286604 0.178752
-0.009097 0.285739 0.178875
-0.009203 0.284723 0.178786
-0.009165 0.283856 0.178908
-0.009127 0.282988 0.179031
-0.009018 0.282192 0.179259
-0.008981 0.281320 0.179382
-0.009015 0.280377 0.179399
-0.008977 0.279503 0.179522
-0.009083 0.278489 0.179433
-0.009046 0.277614 0.179555
-0.009080 0.276670 0.179572
-0.008900 0.275930 0.179907
-0.008719 0.275186 0.180241
-0.008611 0.274371 0.180470
-0.008645 0.273422 0.180487
-0.008680 0.272472 0.180504
-0.008714 0.271523 0.180521
-0.008677 0.270637 0.180644
-0.008783 0.269623 0.180555
-0.008889 0.268611 0.180466
-0.008923 0.267662 0.180483
-0.008957 0.266713 0.180500
-0.008992 0.265764 0.180517
-0.009026 0.264815 0.180534
-0.008989 0.263926 0.180657
-0.009024 0.262976 0.180674
-0.009058 0.262026 0.180691
-0.009164 0.261019 0.180602
-0.009198 0.260070 0.180619
-0.009375 0.259008 0.180424
-0.009338 0.258116 0.180547
-0.009514 0.257057 0.180351
-0.009549 0.256110 0.180368
-0.009583 0.255163 0.180385
-0.009617 0.254216 0.180402
-0.009581 0.253322 0.180525
-0.009544 0.252426 0.180648
-0.009366 0.251632 0.180984
-0.009258 0.250784 0.181213
-0.009293 0.249832 0.181230
-0.009398 0.248831 0.181141
-0.009432 0.247880 0.181158
-0.009396 0.246978 0.181281
-0.009360 0.246074 0.181404
-0.009324 0.245168 0.181528
-0.009358 0.244216 0.181545
-0.009322 0.243308 0.181668
-0.009286 0.242400 0.181791
-0.009250 0.241490 0.181915
-0.009214 0.240579 0.182038
-0.009248 0.239624 0.182055
-0.009142 0.238754 0.182285
-0.009176 0.237797 0.182302
-0.009140 0.236881 0.182425
-0.009105 0.235965 0.182549
-0.009139 0.235007 0.182566
-0.009174 0.234049 0.182583
-0.009279 0.233052 0.182494
-0.009384 0.232057 0.182405
-0.009419 0.231100 0.182422
-0.009524 0.230107 0.182333
-0.009770 0.229043 0.182030
-0.009734 0.228124 0.182154
-0.009839 0.227135 0.182064
-0.009873 0.226180 0.182081
-0.009908 0.225226 0.182099
-0.009872 0.224305 0.182222
-0.009977 0.223318 0.182133
-0.009941 0.222396 0.182256
-0.009906 0.221472 0.182380
-0.009940 0.220516 0.182397
-0.009975 0.219561 0.182414
-0.010010 0.218606 0.182431
-0.010044 0.217650 0.182448
-0.010009 0.216723 0.182572
-0.010043 0.215767 0.182589
-0.009938 0.214863 0.182819
-0.010043 0.213880 0.182730
-0.009937 0.212974 0.182960
-0.010042 0.211992 0.182871
-0.010007 0.211058 0.182994
-0.009902 0.210147 0.183225
-0.010006 0.209165 0.183135
-0.010111 0.208184 0.183046
-0.010215 0.207205 0.182956
-0.010180 0.206268 0.183080
-0.010285 0.205290 0.182991
-0.010250 0.204352 0.183114
-0.010284 0.203395 0.183132
-0.010249 0.202455 0.183255
-0.010284 0.201496 0.183273
-0.010180 0.200571 0.183503
-0.010145 0.199627 0.183627
-0.010110 0.198682 0.183751
-0.010006 0.197751 0.183982
